Model,Test,Train,Validation
Hybrid LSTM-RF,0.34739454094292804,0.45164896590273895,0.23728813559322035
Pure LSTM,0.33874709976798145,0.44633110976349305,0.21100917431192662
Pure Random Forest,0.31547619047619047,0.41674780915287246,0.1839080459770115
