Model,Test,Train,Validation
Hybrid LSTM-RF,0.20391061452513967,0.2484002326934264,0.12290502793296089
Pure LSTM,0.20391061452513967,0.2484002326934264,0.12290502793296089
Pure Random Forest,0.20161290322580644,0.24985574148874784,0.11827956989247312
