Model,Test,Train,Validation
Hybrid LSTM-RF,0.5627009646302251,0.6579804560260586,0.33980582524271846
Pure LSTM,0.5615384615384615,0.6279863481228669,0.32857142857142857
Pure Random Forest,0.47237076648841353,0.6382344169400537,0.26143790849673204
