Threshold,Accuracy,Balanced_Accuracy,F1_Score,ROC_AUC
0.42171882608049666,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.422685262521754,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.4236516989630113,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.4246181354042686,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.42558457184552595,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.4265510082867833,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.4275174447280406,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.4284838811692979,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.42945031761055524,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.43041675405181257,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.43138319049306995,0.49441340782122906,0.49719101123595505,0.6616822429906543,0.44634831460674157
0.43234962693432727,0.49162011173184356,0.4943820224719101,0.6591760299625468,0.44634831460674157
0.4333160633755846,0.49162011173184356,0.4943820224719101,0.6591760299625468,0.44634831460674157
0.4342824998168419,0.49162011173184356,0.4943820224719101,0.6591760299625468,0.44634831460674157
0.43524893625809924,0.49162011173184356,0.4943820224719101,0.6591760299625468,0.44634831460674157
0.43621537269935656,0.4888268156424581,0.49157303370786515,0.6566604127579737,0.44634831460674157
0.4371818091406139,0.4888268156424581,0.49157303370786515,0.6566604127579737,0.44634831460674157
0.4381482455818712,0.49162011173184356,0.4943508114856429,0.6578947368421053,0.44634831460674157
0.43911468202312853,0.49162011173184356,0.4943508114856429,0.6578947368421053,0.44634831460674157
0.44008111846438586,0.4888268156424581,0.49154182272159797,0.655367231638418,0.44634831460674157
0.4410475549056432,0.48324022346368717,0.4859238451935081,0.6502835538752363,0.44634831460674157
0.4420139913469005,0.48324022346368717,0.4859238451935081,0.6502835538752363,0.44634831460674157
0.4429804277881578,0.48324022346368717,0.4859238451935081,0.6502835538752363,0.44634831460674157
0.44394686422941515,0.48044692737430167,0.48311485642946317,0.6477272727272727,0.44634831460674157
0.4449133006706725,0.4776536312849162,0.4803058676654182,0.6451612903225806,0.44634831460674157
0.4458797371119298,0.48044692737430167,0.483083645443196,0.6463878326996197,0.44634831460674157
0.4468461735531871,0.48044692737430167,0.483083645443196,0.6463878326996197,0.44634831460674157
0.44781260999444444,0.48044692737430167,0.483083645443196,0.6463878326996197,0.44634831460674157
0.44877904643570177,0.4748603351955307,0.4774656679151061,0.6412213740458015,0.44634831460674157
0.44974548287695915,0.4748603351955307,0.4774656679151061,0.6412213740458015,0.44634831460674157
0.45071191931821647,0.4720670391061452,0.47465667915106113,0.638623326959847,0.44634831460674157
0.4516783557594738,0.4720670391061452,0.474625468164794,0.6372360844529751,0.44634831460674157
0.4526447922007311,0.48044692737430167,0.4829275905118602,0.6395348837209303,0.44634831460674157
0.45361122864198844,0.48044692737430167,0.4828027465667915,0.6338582677165354,0.44634831460674157
0.45457766508324576,0.4776536312849162,0.4799313358302122,0.6282306163021869,0.44634831460674157
0.4555441015245031,0.4748603351955307,0.477059925093633,0.6224899598393574,0.44634831460674157
0.4565105379657604,0.4720670391061452,0.47425093632958804,0.6197183098591549,0.44634831460674157
0.45747697440701773,0.4720670391061452,0.47421972534332085,0.6181818181818182,0.44634831460674157
0.45844341084827506,0.4720670391061452,0.4741573033707865,0.615071283095723,0.44634831460674157
0.4594098472895324,0.48324022346368717,0.4852684144818976,0.6201232032854209,0.44634831460674157
0.4603762837307897,0.48324022346368717,0.485143570536829,0.6137787056367432,0.44634831460674157
0.461342720172047,0.48324022346368717,0.4851123595505618,0.6121593291404612,0.44634831460674157
0.46230915661330435,0.4748603351955307,0.4766541822721598,0.6016949152542372,0.44634831460674157
0.4632755930545617,0.4748603351955307,0.47662297128589265,0.6,0.44634831460674157
0.464242029495819,0.4748603351955307,0.47659176029962547,0.5982905982905983,0.44634831460674157
0.4652084659370763,0.4664804469273743,0.4681647940074906,0.589247311827957,0.44634831460674157
0.46617490237833364,0.4748603351955307,0.476498127340824,0.5930735930735931,0.44634831460674157
0.46714133881959097,0.4748603351955307,0.4764669163545568,0.591304347826087,0.44634831460674157
0.46810777526084835,0.4748603351955307,0.4764357053682896,0.5895196506550219,0.44634831460674157
0.4690742117021056,0.46368715083798884,0.4651685393258427,0.5752212389380531,0.44634831460674157
0.470040648143363,0.46368715083798884,0.46513732833957555,0.5733333333333334,0.44634831460674157
