Model,Test,Train,Validation
Hybrid LSTM-RF,0.8453887884267631,0.842355175688509,0.8278765201122544
Pure LSTM,0.16393442622950818,0.748442837050432,0.8255159474671669
Pure Random Forest,0.8449477351916377,0.841677687511808,0.8250226654578422
