Model,Best_Threshold,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,MCC
Hybrid LSTM-RF,0.35373744219705305,0.5223463687150838,0.5,0.5223463687150838,1.0,0.6862385321100918,0.5105700972574038,0.0
