Threshold,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,F2_Score,ROC_AUC,MCC
0.42344086813349446,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4240410613227354,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4246412545119764,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4252414477012173,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.42584164089045823,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.42644183407969916,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4270420272689401,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.42764222045818107,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.428242413647422,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4288426068366629,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.42944280002590385,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.43004299321514483,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.43064318640438576,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4312433795936267,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4318435727828676,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.43244376597210854,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.6616822429906543,0.8278765201122544,0.4488139825218477,-0.05322211675273693
0.4330439591613495,0.49162011173184356,0.4943820224719101,0.4943820224719101,0.9887640449438202,0.6591760299625468,0.8239700374531835,0.4488139825218477,-0.07537307789325133
0.43364415235059045,0.49162011173184356,0.4943820224719101,0.4943820224719101,0.9887640449438202,0.6591760299625468,0.8239700374531835,0.4488139825218477,-0.07537307789325133
0.4342443455398314,0.49162011173184356,0.4943820224719101,0.4943820224719101,0.9887640449438202,0.6591760299625468,0.8239700374531835,0.4488139825218477,-0.07537307789325133
0.4348445387290723,0.49162011173184356,0.4943820224719101,0.4943820224719101,0.9887640449438202,0.6591760299625468,0.8239700374531835,0.4488139825218477,-0.07537307789325133
0.43544473191831323,0.49162011173184356,0.4943820224719101,0.4943820224719101,0.9887640449438202,0.6591760299625468,0.8239700374531835,0.4488139825218477,-0.07537307789325133
0.4360449251075542,0.4888268156424581,0.49157303370786515,0.49295774647887325,0.9831460674157303,0.6566604127579737,0.8200562324273665,0.4488139825218477,-0.09244271717242651
0.43664511829679514,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.6578947368421053,0.8208255159474672,0.4488139825218477,-0.05374408707717373
0.43724531148603607,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.6578947368421053,0.8208255159474672,0.4488139825218477,-0.05374408707717373
0.437845504675277,0.4888268156424581,0.49154182272159797,0.49291784702549574,0.9775280898876404,0.655367231638418,0.8169014084507042,0.4488139825218477,-0.07207434063370567
0.4384456978645179,0.4888268156424581,0.49154182272159797,0.49291784702549574,0.9775280898876404,0.655367231638418,0.8169014084507042,0.4488139825218477,-0.07207434063370567
0.4390458910537589,0.4888268156424581,0.49154182272159797,0.49291784702549574,0.9775280898876404,0.655367231638418,0.8169014084507042,0.4488139825218477,-0.07207434063370567
0.43964608424299984,0.4888268156424581,0.49154182272159797,0.49291784702549574,0.9775280898876404,0.655367231638418,0.8169014084507042,0.4488139825218477,-0.07207434063370567
0.44024627743224076,0.4888268156424581,0.49154182272159797,0.49291784702549574,0.9775280898876404,0.655367231638418,0.8169014084507042,0.4488139825218477,-0.07207434063370567
0.4408464706214817,0.4860335195530726,0.48873283395755307,0.4914772727272727,0.9719101123595506,0.6528301886792452,0.8129699248120301,0.4488139825218477,-0.0877695732867067
0.4414466638107227,0.48324022346368717,0.4859238451935081,0.49002849002849,0.9662921348314607,0.6502835538752363,0.8090310442144873,0.4488139825218477,-0.10166177908328307
0.4420468569999636,0.48044692737430167,0.48311485642946317,0.48857142857142855,0.9606741573033708,0.6477272727272727,0.8050847457627118,0.4488139825218477,-0.11423573791356954
0.4426470501892045,0.48044692737430167,0.48311485642946317,0.48857142857142855,0.9606741573033708,0.6477272727272727,0.8050847457627118,0.4488139825218477,-0.11423573791356954
0.44324724337844545,0.4776536312849162,0.4803058676654182,0.4871060171919771,0.9550561797752809,0.6451612903225806,0.8011310084825636,0.4488139825218477,-0.12579956315478422
0.4438474365676864,0.4776536312849162,0.4803058676654182,0.4871060171919771,0.9550561797752809,0.6451612903225806,0.8011310084825636,0.4488139825218477,-0.12579956315478422
0.44444762975692736,0.48044692737430167,0.483083645443196,0.4885057471264368,0.9550561797752809,0.6463878326996197,0.8018867924528302,0.4488139825218477,-0.10265814360308642
0.4450478229461683,0.48044692737430167,0.483083645443196,0.4885057471264368,0.9550561797752809,0.6463878326996197,0.8018867924528302,0.4488139825218477,-0.10265814360308642
0.4456480161354092,0.48044692737430167,0.483083645443196,0.4885057471264368,0.9550561797752809,0.6463878326996197,0.8018867924528302,0.4488139825218477,-0.10265814360308642
0.44624820932465015,0.4776536312849162,0.48027465667915104,0.48703170028818443,0.949438202247191,0.6438095238095238,0.7979225684608121,0.4488139825218477,-0.1142982919049233
0.4468484025138911,0.4748603351955307,0.4774656679151061,0.48554913294797686,0.9438202247191011,0.6412213740458015,0.7939508506616257,0.4488139825218477,-0.12519652283799979
0.44744859570313206,0.4748603351955307,0.4774656679151061,0.48554913294797686,0.9438202247191011,0.6412213740458015,0.7939508506616257,0.4488139825218477,-0.12519652283799979
0.448048788892373,0.4748603351955307,0.47743445692883896,0.48546511627906974,0.9382022471910112,0.6398467432950191,0.790719696969697,0.4488139825218477,-0.11640692045553559
0.4486489820816139,0.4776536312849162,0.4802122347066167,0.4868804664723032,0.9382022471910112,0.6410748560460653,0.7914691943127962,0.4488139825218477,-0.09875982467914268
0.44924917527085484,0.48044692737430167,0.4829900124843945,0.48830409356725146,0.9382022471910112,0.6423076923076924,0.7922201138519924,0.4488139825218477,-0.08232034841496691
0.4498493684600958,0.4888268156424581,0.4913233458177278,0.49262536873156343,0.9382022471910112,0.6460348162475822,0.7944814462416746,0.4488139825218477,-0.03870364684698078
0.45044956164933675,0.49441340782122906,0.4968789013732834,0.49554896142433236,0.9382022471910112,0.6485436893203883,0.7959961868446139,0.4488139825218477,-0.013281867523105326
0.4510497548385777,0.4888268156424581,0.49122971285892636,0.4924924924924925,0.9213483146067416,0.6418786692759295,0.784688995215311,0.4488139825218477,-0.034411051277722586
0.4516499480278186,0.4888268156424581,0.4911985018726592,0.49244712990936557,0.9157303370786517,0.6404715127701375,0.7813998082454459,0.4488139825218477,-0.03333012721680999
