Model,Test,Train,Validation
Hybrid LSTM-RF,0.3136094674556213,0.6378923766816144,0.3198031980319803
Pure LSTM,0.1574307304785894,0.765944764553944,0.7586206896551724
Pure Random Forest,0.4712041884816754,0.31645569620253167,0.352112676056338
