Model,Test,Train,Validation
Hybrid LSTM-RF,1.0,0.9988738738738738,0.9943820224719101
Pure LSTM,0.13903743315508021,0.838963963963964,0.9887640449438202
Pure Random Forest,1.0,0.9966442953020134,0.994535519125683
