Model,Test,Train,Validation
Hybrid LSTM-RF,0.0,0.04144055666617316,-0.05322211675273693
Pure LSTM,0.042077911394005976,0.027436210093382048,-0.0005938573157698755
Pure Random Forest,0.0,0.06342859206683304,-0.05276165410143953
