Model,Test,Train,Validation
Hybrid LSTM-RF,0.5223463687150838,0.5178050204319906,0.4957983193277311
Pure LSTM,0.5777777777777777,0.5228070175438596,0.4971751412429379
Pure Random Forest,0.521505376344086,0.5189283634245777,0.49056603773584906
