Model,Test,Train,Validation
Hybrid LSTM-RF,0.3732394366197183,0.6336302895322939,0.3727598566308244
Pure LSTM,0.2145922746781116,0.6509075559307724,0.6403326403326404
Pure Random Forest,0.48257372654155495,0.3943217665615142,0.39603960396039606
