Model,Test,Train,Validation
Hybrid LSTM-RF,0.7426900584795322,0.592057761732852,0.7277777777777777
Pure LSTM,0.8771929824561403,0.14560770156438027,0.17222222222222222
Pure Random Forest,0.5,0.8522050059594756,0.6825396825396826
