Threshold,Accuracy,Balanced_Accuracy,F1_Score,ROC_AUC
0.47395680528698547,0.49162011173184356,0.49431960049937573,0.6566037735849056,0.49191635455680394
0.4743229087555047,0.5,0.502621722846442,0.659047619047619,0.49191635455680394
0.474689012224024,0.5,0.5025593008739077,0.6564299424184261,0.49191635455680394
0.4750551156925433,0.4972067039106145,0.49968789013732834,0.6511627906976745,0.49191635455680394
0.4754212191610625,0.5027932960893855,0.5051810237203496,0.6509803921568628,0.49191635455680394
0.4757873226295818,0.5139664804469274,0.5162609238451935,0.6547619047619048,0.49191635455680394
0.4761534260981011,0.5195530726256983,0.521816479400749,0.6573705179282868,0.49191635455680394
0.47651952956662036,0.5139664804469274,0.516167290886392,0.6506024096385542,0.49191635455680394
0.4768856330351396,0.5139664804469274,0.5161360799001249,0.6491935483870968,0.49191635455680394
0.4772517365036589,0.5111731843575419,0.5132646691635455,0.6435845213849287,0.49191635455680394
0.47761783997217816,0.5139664804469274,0.5160112359550562,0.6434426229508197,0.49191635455680394
0.4779839434406974,0.5167597765363129,0.5187578027465668,0.643298969072165,0.49191635455680394
0.4783500469092167,0.5195530726256983,0.5214419475655431,0.6401673640167364,0.49191635455680394
0.47871615037773596,0.5139664804469274,0.5157927590511859,0.6329113924050633,0.49191635455680394
0.4790822538462552,0.5139664804469274,0.5156991260923846,0.6282051282051282,0.49191635455680394
0.4794483573147745,0.5223463687150838,0.5240324594257179,0.632258064516129,0.49191635455680394
0.47981446078329376,0.5167597765363129,0.5183832709113608,0.6247288503253796,0.49191635455680394
0.48018056425181305,0.5111731843575419,0.5127340823970038,0.6170678336980306,0.49191635455680394
0.4805466677203323,0.5167597765363129,0.518227215980025,0.6164079822616408,0.49191635455680394
0.48091277118885156,0.5167597765363129,0.5181023720349562,0.6094808126410836,0.49191635455680394
0.48127887465737085,0.5083798882681564,0.50958177278402,0.5944700460829493,0.49191635455680394
0.4816449781258901,0.4972067039106145,0.4982209737827715,0.5734597156398105,0.49191635455680394
0.48201108159440936,0.49441340782122906,0.49528714107365795,0.5617433414043583,0.49191635455680394
0.48237718506292865,0.49441340782122906,0.4950998751560549,0.5486284289276808,0.49191635455680394
0.4827432885314479,0.49441340782122906,0.49503745318352066,0.5440806045340051,0.49191635455680394
0.48310939199996716,0.48324022346368717,0.4837702871410736,0.5268542199488491,0.49191635455680394
0.48347549546848645,0.4776536312849162,0.4780586766541823,0.5117493472584856,0.49191635455680394
0.48384159893700573,0.48044692737430167,0.48080524344569286,0.5105263157894737,0.49191635455680394
0.48420770240552496,0.4748603351955307,0.4751248439450687,0.49732620320855614,0.49191635455680394
0.48457380587404425,0.4748603351955307,0.47503121098626716,0.4891304347826087,0.49191635455680394
0.48493990934256354,0.4720670391061452,0.47215980024968784,0.4793388429752066,0.49191635455680394
0.48530601281108277,0.46089385474860334,0.4609238451935081,0.4623955431754875,0.49191635455680394
0.48567211627960205,0.4664804469273743,0.4664481897627965,0.4619718309859155,0.49191635455680394
0.48603821974812134,0.4720670391061452,0.47187890137328337,0.45217391304347826,0.49191635455680394
0.48640432321664057,0.4581005586592179,0.4578027465667915,0.4260355029585799,0.49191635455680394
