Model,Best_Threshold,Validation_ROC_AUC,Test_ROC_AUC,Accuracy,Precision,Recall,F1_Score
Pure Random Forest,0.34,0.4504871772631336,0.5163616355843855,0.5241935483870968,0.522911051212938,1.0,0.6867256637168142
