Threshold,Accuracy,Balanced_Accuracy,Precision,Recall,Specificity,F1_Score,F2_Score,ROC_AUC,MCC,Positive_Rate,Valid_Constraint
0.40803632545215013,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.0,0.6616822429906543,0.8278765201122544,0.47598314606741565,-0.05322211675273693,0.9972067039106145,False
0.4084924186679352,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.0,0.6616822429906543,0.8278765201122544,0.47598314606741565,-0.05322211675273693,0.9972067039106145,False
0.40894851188372017,0.49441340782122906,0.49719101123595505,0.4957983193277311,0.9943820224719101,0.0,0.6616822429906543,0.8278765201122544,0.47598314606741565,-0.05322211675273693,0.9972067039106145,False
0.4094046050995052,0.4972067039106145,0.4999687890137328,0.49719101123595505,0.9943820224719101,0.005555555555555556,0.6629213483146067,0.8286516853932584,0.47598314606741565,-0.0004187393216291741,0.994413407821229,False
0.4098606983152902,0.49441340782122906,0.49715980024968787,0.49577464788732395,0.9887640449438202,0.005555555555555556,0.6604127579737336,0.8247422680412371,0.47598314606741565,-0.031156619491447452,0.9916201117318436,False
0.41031679153107525,0.49441340782122906,0.49715980024968787,0.49577464788732395,0.9887640449438202,0.005555555555555556,0.6604127579737336,0.8247422680412371,0.47598314606741565,-0.031156619491447452,0.9916201117318436,False
0.41077288474686025,0.49441340782122906,0.49715980024968787,0.49577464788732395,0.9887640449438202,0.005555555555555556,0.6604127579737336,0.8247422680412371,0.47598314606741565,-0.031156619491447452,0.9916201117318436,False
0.4112289779626453,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
0.4116850711784303,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
0.41214116439421533,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
0.4125972576100003,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
0.41305335082578537,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
0.41350944404157036,0.49162011173184356,0.4943508114856429,0.4943502824858757,0.9831460674157303,0.005555555555555556,0.6578947368421053,0.8208255159474672,0.47598314606741565,-0.05374408707717373,0.9888268156424581,False
