Date,Open,High,Low,Close,Volume,SMA_14,EMA_14,Ichimoku_Tenkan,Ichimoku_Kijun,Ichimoku_Senkou_A,Ichimoku_Senkou_B,ADX_14,RSI_14,MACD,MACD_Signal,MACD_Hist,Williams_R,K,D,J,SQZ_Momentum,BB_Middle,BB_Upper,BB_Lower,BB_Width,ATR_14
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744,11455.293038504464,11834.067681924262,11512.80029296875,13557.34521484375,,,56.35256431701559,34.531168191004156,-744.0905814811595,-724.3301873613266,-19.76039411983288,-57.34763399392486,44.775062184387735,42.84113773892207,48.64291107531906,-937.8896972656257,12234.290087890626,14866.144404692062,9602.435771089189,0.43024226136446103,1334.8648856026787
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,11356.421595982143,11603.698631626028,11038.25,13557.34521484375,,,54.63584229778523,40.13709060034266,-816.9447876111426,-742.8531074112899,-74.0916801998527,-80.97635931872237,31.014139090088662,38.89827786443719,15.245861541391605,-1884.6402832031254,11990.940087890625,14450.867575260694,9531.012600520557,0.41029768630973196,1165.06494140625
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,11287.314453125,11419.352095325892,10908.85986328125,13557.34521484375,,,52.13266973750232,42.91738001396049,-855.5565625514591,-765.3937984393237,-90.16276411213539,-86.65857753904541,27.21137383659863,35.00229603785592,11.629529434084048,-1610.60546875,11831.705078125,14318.165125293777,9345.245030956223,0.42030460204182385,1045.669921875
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,11122.71728515625,11119.510487824107,10426.2900390625,13195.93994140625,,,51.47907442542769,34.82847246163277,-959.8633426857341,-804.2877072886058,-155.57563539712828,-91.6503573186772,21.840076351699807,30.614628834366286,4.290971386366849,-2420.6620605468743,11591.202099609374,14132.400115650991,9050.004083567757,0.438470142130859,1067.9356166294642
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,10924.38511439732,10814.342422780894,9918.39501953125,12167.1953125,,,49.17003460732953,32.204719855879816,-1057.7523234832624,-854.9806305275372,-202.77169295572526,-80.5096040277769,22.683758325349483,27.97090063409799,12.109473707852466,-2483.9795898437496,11314.72958984375,13789.784902850079,8839.67427683742,0.4374926140926905,1107.4605887276787
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080,10658.36439732143,10595.751453910108,9918.39501953125,11646.9951171875,,,49.46445971923921,22.83130096794119,-1094.9374404359332,-902.9719925092164,-191.96544792671682,-72.969032110791,25.949498578525333,27.297082159143425,23.254331417289144,-1909.9649414062496,11084.87509765625,13450.506509964584,8719.243685347916,0.42682148269014153,1084.8549107142858
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824,10421.00083705357,10286.585895472093,9918.39501953125,11407.64501953125,,,49.78548745611405,24.250825857684305,-1183.2205411132582,-959.0217022300249,-224.1988388832333,-88.67716556813797,21.073858047086187,25.222637609604938,12.776298922048682,-2530.725830078125,10807.735595703125,13122.456240373991,8493.014951032259,0.42834516521502225,1062.901332310268
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,10136.991524832589,9842.410445346648,9398.489990234375,10887.739990234375,,,50.41555600748501,22.022130618488745,-1344.3421462768965,-1036.0857910393993,-308.25635523749725,-96.2414053679502,15.302035849054288,21.915731552971884,2.0746444412190925,-3625.704077148437,10580.974096679687,13438.91165386424,7723.036539495135,0.5402031100485113,1054.4698660714287
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,9914.534354073661,9563.95571930043,8961.9296875,10353.8798828125,,,51.19298783731798,30.14175237992289,-1391.5405319799374,-1107.176739227507,-284.3637927524305,-71.5332303646977,19.958505709220322,21.263317834788698,17.348881458083575,-2655.244116210937,10409.244116210937,13515.429242676903,7303.058989744972,0.5968128121096743,1094.0799386160713
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,9647.527169363839,9304.934930685373,8677.72998046875,10353.8798828125,,,51.555925573802085,25.02364646807635,-1423.2470830032034,-1170.3908079826463,-252.85627502055718,-73.747838318707,23.276264295321525,21.934303487553596,25.960185910857383,-2595.2642822265625,10216.564086914062,13516.46303288142,6916.665140946704,0.6459899664690696,1123.4170619419642
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,9433.683558872768,9166.355585760657,8214.9296875,10280.02978515625,,,52.82881138004,31.35294494765415,-1380.4727015377775,-1212.4071866936727,-168.06551484410488,-62.9954061776944,32.57390144639458,25.48084847088005,46.76000739742363,-1783.8837158203132,10049.473559570313,13391.008724944153,6707.938394196473,0.6650169574687083,1138.3577706473213
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,9259.796421595982,9109.105570159236,8168.52978515625,10246.8798828125,,,53.38086884640847,35.528287299065596,-1293.6243163265426,-1228.6506126202466,-64.97370370629596,-55.128458995649986,42.85100757213698,31.27091492496432,66.0111928664823,-1104.3821044921879,9841.362573242188,12945.63177461041,6737.093371873965,0.6308616674297646,1114.4913504464287
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256,9058.453578404018,9044.144879554671,7739.5048828125,9945.6796875,,,52.871993054600445,32.930310723885384,-1220.0187294009156,-1226.9242359763805,6.9055065754648695,-57.049008213859246,53.92974087009212,38.82386857759839,84.14148545507956,-1070.5522216796871,9692.452612304687,12726.427357278708,6658.477867330666,0.6260489199859183,1128.8756277901787
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824,8797.287179129464,8922.254924259882,7739.5048828125,9575.6298828125,,,53.90171639533167,28.24408673610239,-1187.689480397279,-1219.0772848605602,31.3878044632811,-64.27683119508727,56.46773781242604,44.705164381112134,79.99288467505384,-1422.410888671875,9552.381103515625,12604.135462496266,6500.626744534983,0.6389515505945391,1135.3899623325892
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,8628.013602120536,8922.830309358564,7691.56494140625,9575.6298828125,,,54.160289848516136,36.39556685054031,-1085.2789273147591,-1192.3176133514,107.03868603664091,-45.2682420468863,66.83745639216505,52.08260011800184,96.34716894049147,-528.7192871093757,9455.289599609376,12453.847826855812,6456.7313723629395,0.6342604730732552,1146.786411830357
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,8520.300013950893,8879.560877485756,7585.40478515625,9575.6298828125,,,55.11377096147896,40.392435208221904,-1018.8609300905373,-1157.6262766992274,138.76534660869015,-41.15278522718565,72.20750672274085,58.790905390918645,99.04070938638525,-718.9254882812493,9317.23505859375,12198.627817245113,6435.842299942385,0.6185081175973364,1091.9335239955358
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,8468.40931919643,8961.570078195988,7783.39990234375,9575.6298828125,,,55.54128325068767,45.79075407067389,-883.7117514380498,-1102.843371646992,219.1316202089422,-18.72803733862575,81.24200795821217,66.27460853091387,111.17680681280876,265.6333496093757,9228.996533203124,11964.350146063474,6493.642920342774,0.592773787056779,1114.508579799107
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,8539.542201450893,9122.21411985319,8735.794921875,9472.080078125,,,52.92693333358955,56.03503222219711,-714.1663230792565,-1025.1079619334448,310.94163885418834,-1.6337933812718728,86.73417507703546,73.09446543402554,114.01359436305532,987.6538574218757,9178.746533203124,11798.330633848265,6559.162432557984,0.5707934283116062,1068.9871651785713
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,8639.76722935268,9270.438955956099,8980.979736328125,9044.27978515625,,,50.260211375704856,58.79346191498648,-567.8083228200394,-933.6480341107638,365.8397112907244,-2.1095088227367613,90.03684230260335,78.74192515633327,112.6266765951435,1115.4938476562493,9118.40654296875,11568.74040170583,6668.072684231671,0.5374478198993101,1006.5035574776786
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,8778.18080357143,9516.073787870286,9512.10498046875,9044.27978515625,,,46.838135567164194,61.38134117977705,-376.56593565817275,-822.2316144202456,445.66567876207284,-0.5263904953169027,93.08342987514163,83.52242716160713,112.20543530221065,2027.9736328125,9084.7265625,11395.183887278852,6774.269237721148,0.5086465308303223,993.0020926339286
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728,8940.665806361607,9654.170590112582,9640.449951171875,9044.27978515625,,,43.95102894166086,63.91136562426506,-267.1849975537698,-711.2222910469504,444.03729349318064,-15.052229995816738,87.60821688596144,84.88435715183847,93.05593635420738,1504.3032714843757,9047.496533203124,11228.254163985104,6866.738902421144,0.48206874084535667,973.0127999441964
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856,9245.667933872768,9863.654485389237,9640.449951171875,9044.27978515625,,,43.24132289906853,78.3618396434194,-124.71634237164471,-593.9211013118894,469.2047589402447,-2.3483742286706564,90.52489954968549,86.76453802669383,98.04562259566882,2121.853271484375,9103.446533203125,11449.720081736392,6757.172984669858,0.5154692873683986,912.4727957589286
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,9506.360804966518,10068.993913379005,10049.965087890625,9044.27978515625,,,44.328469158589265,76.41860385549896,2.557037919155846,-474.6254734656804,477.18251138483623,-11.74997637036867,88.83836495069457,87.4558136865511,91.60346747898154,2241.1236328124996,9162.5765625,11680.756324306902,6644.396800693098,0.5496662962933689,836.0984933035714
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,9725.582275390625,10151.848110345138,10206.955078125,9044.27978515625,12586.84765625,,44.15792113281758,70.49334251115972,45.342100303896586,-370.63195871176504,415.9740590156616,-29.349808575773693,80.49242312641347,85.13468345837333,71.20790246249373,1451.830810546875,9238.569580078125,11847.845450348843,6629.293709807406,0.5648657722722165,812.3184988839286
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,9849.825857979911,10132.268362299119,10279.2099609375,9044.27978515625,12586.84765625,,42.55459816816308,61.551167058567785,23.67062684830489,-291.77144159975103,315.4420684480559,-47.95288861891268,67.60679492778512,79.2920538785945,44.236277026166334,707.7179199218754,9297.282080078125,11920.726112949993,6673.838047206255,0.5643464423851974,823.9285016741071
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,9961.548653738839,10154.77919524257,10677.0400390625,9003.3798828125,12586.84765625,,40.93827388021909,60.634677913591055,30.042283129841962,-227.40869665383244,257.45097978367437,-41.153111953458456,56.848382436329956,71.81083000510793,26.923487298774006,947.508056640625,9353.591552734375,12014.059969339087,6693.123136129663,0.5688656387453578,816.8191964285714
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984,10046.632219587054,10109.218010876893,10752.73486328125,9003.3798828125,12535.07275390625,,39.21631575921164,57.70803013805799,-4.239152675278092,-182.77478785812156,178.53563518284346,-53.27083824607198,41.57709205152961,61.73291730057168,1.2654415534454841,382.6757324218743,9430.394580078126,12048.351043709332,6812.4381164469205,0.5552167391090262,832.7585100446429
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904,10156.25795200893,10049.953005259975,10682.77978515625,9003.3798828125,12297.797607421875,,37.12561928104581,60.39356816028107,-42.882895868173364,-154.79640946013194,111.91351359195858,-60.09241740081273,31.084406806721073,51.51674709990461,-9.78027377964601,98.86286621093677,9565.867602539063,11910.701527223984,7221.033677854142,0.49025013142823193,820.2842145647321
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,10259.12437220982,10092.185963933645,10682.77978515625,9003.3798828125,12233.1025390625,,35.8436517121945,59.87934374638659,-16.673053847727715,-127.1717383376511,110.49868448992339,-45.43987952599881,33.26017780596755,45.43122398760944,8.918085442683775,670.1975830078118,9696.502612304688,11903.37358867617,7489.631635933207,0.45518906447176155,828.6642020089286
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,10411.073660714286,10176.64111665916,10682.77978515625,9003.3798828125,11811.114990234375,,35.48466611957393,64.53219933418644,32.68188166441723,-95.20101433723744,127.88289600165467,-36.70897706608483,39.39953880905984,43.420662258273026,31.357291910633478,873.8820068359382,9851.717602539062,11872.898483422628,7830.536721655494,0.4103205070276583,837.90283203125
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,10475.592982700893,10206.142353187939,10682.77978515625,9003.3798828125,11042.795166015625,,35.805297095620524,56.69028963390597,44.8365871179285,-67.19349404620425,112.03008116413275,-60.8914697667684,39.2112145743829,42.017513028842586,33.598617665463536,439.5672607421875,9958.333129882812,11847.902542561318,8068.763717204307,0.3794951199228945,821.9363839285714
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,10531.635811941964,10305.456706096214,10412.77978515625,9003.3798828125,10782.695068359375,,37.03655453036815,55.91531214954153,97.97045239925137,-34.16070475711312,132.1311571563645,-39.487498445080234,51.726792899026606,45.25393965449315,64.67249938809351,881.9658935546868,10069.034106445313,11916.27020700503,8221.798005885596,0.3669142603017461,811.9635184151786
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080,10592.52866908482,10409.582530700052,10298.02978515625,9003.3798828125,10663.02001953125,,37.83123586432449,56.36209423210742,149.28424749972692,2.5282856942548833,146.75596180547203,-34.180676892456965,65.89861316855402,52.135497495711235,93.4248445142396,894.1412841796882,10192.259106445312,11960.129422329384,8424.38879056124,0.3469045081018631,800.5078822544643
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,6690570240,10619.457240513393,10553.598219315045,10467.6298828125,9003.3798828125,10143.114990234375,,37.519355040904564,53.02843456303868,219.95818252502977,46.01426506040986,173.94391746461991,-18.37392710536136,76.66072172327497,60.31057224076506,109.3610206882948,1129.45458984375,10360.24560546875,11930.456086502143,8790.035124435357,0.30312225034598467,767.3436104910714
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760,10688.08579799107,10681.465071323039,10467.6298828125,9597.64501953125,9657.90478515625,,36.419475469720915,58.44831935926457,274.6495870709223,91.74132946251234,182.90825760840994,-17.476417847608296,84.19532082245755,68.27215510297351,116.04165226142561,1023.0525390625007,10489.5470703125,11986.880283130242,8992.213857494757,0.2854905369661752,721.10791015625
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904,10712.942940848214,10800.376369104966,10555.57958984375,9798.179931640625,9515.804931640625,,33.343101418336914,53.429560014028056,319.21124909538594,137.23531338908705,181.97593570629888,-15.097361899202925,87.56545514240298,74.70325511700214,113.28985519320466,935.0032226562507,10638.29658203125,11920.132800045441,9356.460364017057,0.24098523821554177,685.3650251116071
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984,10668.385811941964,10797.64623864097,10602.9150390625,9921.60498046875,9247.479736328125,,28.47808088365759,44.51704454253784,287.195375780846,167.22732586743885,119.96804991340716,-40.23435390909412,77.7223483399371,75.70961952473951,81.74780597033228,77.34028320312427,10702.560107421876,11866.421785982573,9538.698428861178,0.2174922012824945,695.779296875
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,10616.612234933036,10686.702781822174,10698.10986328125,9944.800048828125,9207.704833984375,,25.984443238067257,43.74020412528195,193.8780286238034,172.55746641871175,21.320562205091647,-75.68563313265331,56.34526639613038,69.25483514814148,30.526128892108176,-726.9482910156257,10692.518603515626,11879.10118983958,9505.936017191672,0.22194632159607622,717.0635463169643
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,10573.04150390625,10514.477046329217,10519.98486328125,9944.800048828125,8842.59228515625,,24.358408090626263,44.6253777370881,73.04190926430965,152.65435498783134,-79.61244572352169,-97.50279064454715,38.39591404850561,58.96852811450989,-2.749314083502938,-1255.5643066406246,10650.574072265625,11958.51808019869,9342.63006433256,0.24561004863371372,696.4578683035714
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,10504.216517857143,10357.553414110322,10108.56494140625,10049.965087890625,8657.5673828125,,23.925412412595218,41.13746873514004,-27.046351041011803,116.71421378206271,-143.7605648230745,-74.16165415259567,34.210057981358005,50.71570473656814,1.198764470937732,-1224.2667480468754,10561.816552734375,11974.452944707164,9149.180160761587,0.2674987555255478,710.7849469866071
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872,10436.568638392857,10158.67962556228,10108.56494140625,10206.955078125,8633.597412109375,,23.83822891356379,41.26255613388741,-142.77136731180872,64.81709756328843,-207.58846487509715,-88.93882616126857,26.49376326700925,42.641724246568785,-5.802158692109828,-1611.5265624999993,10477.5265625,12080.9715302498,8874.081594750198,0.30607318591559074,685.9720982142857
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176,10430.41859654018,10081.339659862308,10108.56494140625,10235.76513671875,8580.517333984375,,23.456141324788913,49.2805643270163,-174.96412311372296,16.860853427886155,-191.82497654160912,-66.60681742717637,28.793569702308513,38.02567273175957,10.329363643406396,-816.5631835937493,10395.19306640625,12006.057117601104,8784.329015211395,0.30992479714506166,728.015625
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808,10347.44859095982,9964.510387505667,10108.56494140625,10235.76513671875,8679.514892578125,,23.52208855380675,39.73041362295136,-227.98812536606238,-32.10894233090355,-195.87918303515883,-78.3116638690437,26.42515851183869,34.15883465842145,10.95780621867317,-1080.1439453125004,10285.2640625,11906.387356406038,8664.140768593963,0.3152322165099565,728.5728236607143
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,10238.109305245536,9861.888950421579,10108.56494140625,10235.76513671875,9103.9375,,24.143976884325266,35.57749000215672,-267.75229156742716,-79.23761217820828,-188.51467938921888,-78.6335154721046,24.738933850515195,31.01886772243583,12.179066106673929,-1015.6369140624993,10210.4865234375,11889.849066344468,8531.12398053053,0.3289485841937312,719.986328125
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016,10086.102818080357,9649.611699740368,9784.3447265625,10013.544921875,9012.629760742188,,26.162037950628036,31.978006728252723,-369.64761245875343,-137.31961223431733,-232.3280002244361,-94.46515785860068,18.447250318871134,26.82832858789926,1.6850937808148814,-1853.9174316406243,10123.727001953124,12013.850147408119,8233.60385649813,0.3734046058512525,762.1691545758929
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952,9896.80712890625,9469.778186649984,9356.27490234375,9870.77490234375,9278.1923828125,,29.08762769578637,25.380062058280203,-442.7906350236535,-198.41381679218458,-244.37681823146895,-86.79408391456867,17.783825475785527,23.813494217187483,5.724487992981615,-1722.8546874999993,10023.7150390625,12078.799623183973,7968.630454941025,0.4100444947033695,758.2905970982143
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840,9700.517787388393,9318.921043013319,8965.22509765625,9870.77490234375,9342.364868164062,,31.915323274435426,23.99742377116287,-492.0597787458846,-257.1430091829246,-234.91676956296004,-85.83798134816713,19.684669110549276,22.43721918163922,14.17956896836938,-1611.62939453125,9949.97900390625,12138.387002556416,7761.571005256084,0.43988193297513917,775.5005929129464
