Model,Test,Train,Validation
Hybrid LSTM-RF,0.5,0.5089009287925697,0.52504342790967
Pure LSTM,0.5,0.5,0.5031847133757962
Pure Random Forest,0.5,0.5061538461538462,0.5030487804878049
