Model,Test,Train,Validation
Hybrid LSTM-RF,0.0,0.06694739375931077,0.05764095172910392
Pure LSTM,0.0,0.0,0.028057664191085643
Pure Random Forest,0.0,0.055711790431011876,0.02692796611817723
