Model,Test,Train,Validation
Hybrid LSTM-RF,0.33874709976798145,0.4022609514837494,0.22702702702702704
Pure LSTM,0.33874709976798145,0.3979496738117428,0.22
Pure Random Forest,0.33557046979865773,0.4027906976744186,0.21256038647342995
